 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
101,0.093333334,0.183333337,0.358888887,0.302222222,0.626666665,0.673333347,0.728888899,0.787777781,0.827777773,0.851111114,0.774444431,0.904444456,0.903333306,0.917777777,0.898888886,0.933333337,0.907777756,0.893333316,0.936666667,0.930000007
102,0.12111111,0.387777776,0.350000001,0.625555545,0.605555564,0.703333348,0.812222213,0.775555551,0.822222233,0.852222204,0.838888884,0.874444455,0.917777777,0.935555547,0.931111097,0.931111127,0.949999988,0.938888878,0.931111097,0.907777786
103,0.083333332,0.185555555,0.348888889,0.408888891,0.387777776,0.75333333,0.821111113,0.681111097,0.823333323,0.858888894,0.877777785,0.876666665,0.904444456,0.894444436,0.934444457,0.911111116,0.932222217,0.922222227,0.928888887,0.909999996
104,0.153333336,0.182222225,0.306666657,0.536666691,0.165555552,0.702222228,0.788888872,0.797777802,0.842222214,0.865555555,0.896666646,0.849999994,0.932222217,0.926666677,0.887777776,0.943333328,0.918888867,0.942222208,0.943333328,0.922222227
105,0.096666668,0.171111107,0.321111113,0.583333343,0.597777784,0.638888896,0.776666671,0.871111095,0.835555553,0.835555553,0.858888894,0.911111116,0.927777797,0.875555545,0.917777777,0.928888917,0.948888898,0.921111107,0.937777787,0.893333316
106,0.125555556,0.196666673,0.376666665,0.480000019,0.680000007,0.723333329,0.818888873,0.76222223,0.867777765,0.835555553,0.887777776,0.927777767,0.878888875,0.916666657,0.910000026,0.930000007,0.930000007,0.926666677,0.939999998,0.919999987
107,0.093333337,0.242222227,0.315555558,0.594444424,0.654444456,0.673333347,0.842222214,0.872222215,0.773333311,0.804444432,0.876666665,0.904444456,0.933333337,0.852222234,0.890000015,0.900000006,0.934444427,0.926666677,0.916666657,0.948888898
108,0.103333335,0.179999996,0.462222219,0.405555569,0.637777776,0.802222222,0.765555561,0.831111103,0.872222215,0.891111106,0.854444444,0.866666645,0.908888876,0.858888894,0.920000017,0.924444437,0.922222227,0.936666667,0.953333318,0.935555547
109,0.114444442,0.267777786,0.355555564,0.472222224,0.683333337,0.813333333,0.823333323,0.74000001,0.816666663,0.840000004,0.913333327,0.909999996,0.887777776,0.903333336,0.903333336,0.939999998,0.894444436,0.938888878,0.948888898,0.938888878
110,0.167777777,0.216666669,0.275555551,0.528888896,0.688888907,0.74444443,0.821111113,0.823333353,0.856666654,0.881111115,0.915555537,0.900000006,0.902222216,0.925555557,0.938888878,0.915555537,0.938888878,0.951111108,0.918888897,0.952222198
111,0.108888887,0.141111113,0.304444447,0.675555557,0.712222219,0.815555543,0.792222232,0.844444424,0.876666665,0.903333336,0.878888875,0.901111096,0.904444426,0.931111127,0.927777797,0.928888887,0.948888898,0.945555538,0.943333328,0.942222208
112,0.080000002,0.321111113,0.423333332,0.463333324,0.635555565,0.765555561,0.773333311,0.787777781,0.882222235,0.886666656,0.932222217,0.921111107,0.930000007,0.936666667,0.946666658,0.917777777,0.924444437,0.944444448,0.934444457,0.947777778
